gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	length_bp
KIF23	0.04111195644908587	9.252185623678647	0	1	1	3723
KIF22	-0.16646006884226994	10.195290274841438	0	1	1	4673
JKAMP	-0.008053756892168615	9.552366173361522	0	1	1	2524
RAB42	0.38024903370934005	4.907336152219873	0	0.9999791491452519	1	2236
RAB43	0.09467404958757204	8.356892177589852	0	1	1	4478
NUCKS1	0.27485349719575747	12.69732600422833	0	1	1	6399
INTS4L2	0.057519061783615905	3.7066892177589854	0	1	1	NA
NR3C1	0.503804317659367	10.082399154334038	0	0.9999986315788778	1	7286
PDLIM4	-0.42946214224713464	7.95394799154334	0	0.9674749693700364	1	2257
SLC22A1	-0.21336290503902397	2.0980414376321352	0	0.9999999766593634	1	2599
DDI2	0.6213097278078488	6.208131501057083	0	0.9981675949421326	1	10667
PDLIM5	0.5000070776786629	10.056393023255813	0	0.9999999550653031	1	6223
PTPLAD2	0.4483684975757523	6.663191754756871	0	0.9995369602722733	1	NA
RNASEH2C	-0.10034780815707967	9.5563911205074	0	1	1	3311
COL4A6	-1.2342144979737715	2.1661716701902747	-1.0690492561367615	0.14279590998641367	1	6750
PTPLAD1	0.16915119208466695	11.454885412262156	0	1	1	NA
C12orf4	0.3119305035289433	8.397232980972516	0	0.9999999999999981	1	NA
C12orf5	-0.23242866495473138	9.24362177589852	0	1	1	NA
ZFP28	0.12189259646537737	6.651035517970402	0	0.9999999813747522	1	4094
LY6G5C	-0.3449561353877052	4.80935644820296	0	0.9999999296150658	1	1701
XRCC1	-0.02324901423924862	9.94505264270613	0	1	1	2140
XRCC3	-0.15331026865771508	8.407369978858352	0	1	1	5613
XRCC2	0.20863146014740688	6.218537209302325	0	0.9999999999551984	1	4771
PITPNA	-0.22901953802461586	11.187634038054968	0	1	1	3888
XRCC4	0.3541407402266946	6.573839957716702	0	0.9999999985963222	1	2061
PDLIM1	-0.28512044097687356	9.221261522198732	0	0.9999999811486594	1	1484
SMURF1	-0.16140357670384453	10.146246934460889	0	1	1	5739
SMURF2	0.5640845194590104	8.368619873150106	0	0.999961094070664	1	6283
CLEC7A	0.5754594559304193	6.268641649048626	0	0.9896480003237234	1	3725
GGT3P	0.24307035123700454	2.468022621564482	0	0.9999997273784227	1	1714
MEIS3	-0.2372794604534992	6.93477399577167	0	0.9998825116043166	1	2561
MEIS2	0.061347467718484885	8.035402114164905	0	0.9999999965781371	1	5486
MEIS1	0.10435505127619195	6.856035517970402	0	0.9999999999999997	1	5556
PCDHAC2	1.3986519109948237	3.0150054968287527	1.5476655384709679	0.06118525403535513	1	5725
PCDHAC1	0.9954434013081591	2.0104642706131077	0	0.5091414592245243	1	5896
ZNF669	0.10186533658873743	6.474364693446089	0	1	1	1951
NARF	-0.2704452149889556	10.464041226215645	0	1	1	3814
CTLA4	0.9861945447608742	5.759876532769556	0	0.5240233129077503	1	2039
GSPT1	0.1405535099370542	11.444567864693447	0	1	1	7141
RALGPS2	0.32210001410369304	8.751345243128965	0	0.9999998743582839	1	7492
MIER1	0.43277768439039244	9.069806131078224	0	0.9999999253897791	1	5456
MIER2	-0.14708846753968424	8.94236976744186	0	1	1	2769
MIER3	0.37235416714741526	8.568329809725158	0	0.9999999995207893	1	5240
ESPNL	0.3895595013515337	2.9772598308668075	0	0.9974716848600391	1	4653
PAPD7	0.06623901713422142	9.043219873150106	0	1	1	NA
PAPD4	0.34603939411381357	9.414030866807611	0	0.999999999999859	1	NA
DDX60	0.7307237177555176	8.76175687103594	0	0.9429481898339012	1	6718
AMN1	-0.07958338023414858	7.317205496828753	0	1	1	1952
KIR3DL2	0.18497898071984528	1.3569042283298096	0	0.9999999144205146	1	1915
NCRNA00116	-0.1842488875420856	7.85793467230444	0	0.9999999999999951	1	NA
NCRNA00115	0.23790325884715827	4.430653699788584	0	0.9999999999968385	1	NA
LMNB2	0.010554672577928635	11.16700866807611	0	1	1	4796
IL13RA2	0.8578009773581997	4.975697463002114	0	0.6328459890156798	1	1498
IL13RA1	-0.10079616770528675	10.767159196617337	0	1	1	4189
LMNB1	0.36049457753610337	9.774109513742072	0	0.9999999999657709	1	3475
LRBA	0.33462859153056357	9.761267230443975	0	1	1	10353
MRPS28	-0.11568618697133545	8.191575898520085	0	1	1	1200
MRPS26	-0.2560241396721745	9.815323255813954	0	1	1	1067
CD274	0.4797110696214499	4.737471035940803	0	0.9958891285432618	1	3634
MRPS24	-0.3206451289546392	10.336759196617336	0	1	1	1727
CD276	-0.07102732248924491	11.953680761099365	0	1	1	5012
MRPS22	0.057098447319250574	8.883345454545454	0	1	1	6557
MRPS23	0.02294783776830236	9.649053065539112	0	1	1	5609
MRPS21	-0.2903770415743116	10.504598308668076	0	1	1	1462
LOC100144604	-0.18366186897182227	1.373344820295983	0	0.9999992805856724	1	NA
CTSL1	-0.10561593179752857	12.34249196617336	0	0.999999999986642	1	NA
LOC100144603	-0.11621863243285999	3.366869133192389	0	0.9999999999993745	1	NA
CTSL2	-1.1987435793839507	5.863867653276956	-1.0462486313803792	0.14798985690336294	1	NA
NHEDC2	0.07511805040795619	7.326027272727273	0	0.999999928825615	1	NA
INSIG2	0.3125204244423008	8.350046511627907	0	0.9999999999999998	1	4946
SMN1	0.10538610296359965	2.008010570824524	0	0.999999999999025	1	1550
PPP2R5A	0.10961577196781891	10.188112262156448	0	1	1	3245
PPP2R5B	-0.14544535247125356	8.86812198731501	0	1	1	3577
NXPH4	-0.24815412288447372	5.996349894291755	0	0.9994362604645638	1	2007
LCMT1	-0.2960807739330122	9.44176575052854	0	1	1	1529
DGCR2	-0.12597403774727062	11.450717758985201	0	1	1	4814
YY2	0.5835250293696134	4.880436575052854	0	0.999451124910002	1	2754
PPCS	-0.005843843002323654	9.556576109936575	0	1	1	2269
H2AFY2	-0.04905182753959193	6.160519661733615	0	0.9999990835026296	1	NA
NAMPT	-0.10720766505312425	11.33933044397463	0	0.9999999999999923	1	7554
MAD2L1	0.35003249771624984	8.427759619450317	0	0.9999999933725613	1	5227
NDUFB11	-0.2309952949860888	10.78933403805497	0	1	1	1990
KCNA6	1.0198636981457367	2.7212980972515854	0.08448384524301357	0.46635371583927177	1	3985
KCNA5	0.3920355443392255	2.18887822410148	0	0.999890951597341	1	2910
KCNA2	-0.04625789345216349	3.05136088794926	0	0.9999866371326191	1	12025
KCNA3	1.5038075962098625	3.9579689217758984	2.3989390669123956	0.008414063016655217	0.4668667938700854	9604
UTP6	0.14099440795274784	9.682967441860464	0	1	1	4330
RHOF	0.7906222048450875	6.667133826638477	0	0.8639808730637025	1	2435
OPTN	-6.215356156678754e-4	10.519976109936575	0	1	1	5436
JMJD6	0.08528209475486284	9.348219873150105	0	1	1	5303
C10orf95	-0.20078139242482076	1.7006649048625793	0	0.9999999999999994	1	1469
JMJD5	0.039892044796826134	6.388706553911205	0	1	1	NA
ZHX2	0.43733226425032684	8.585592811839323	0	0.9999971704157402	1	4912
ZHX3	0.006170988932683987	9.628099577167019	0	1	1	10074
JMJD8	-0.419626092690532	10.695105073995771	0	0.9999999999998332	1	2205
ZHX1	0.2324910721375419	9.292490063424948	0	0.9999999999999314	1	5200
LOC26102	-0.06604542738633094	1.49107399577167	0	0.9999999999999067	1	NA
SYCE2	-0.08439594022004426	3.358524735729387	0	0.999999999999794	1	1248
IL15	0.6233143925102269	4.844253488372093	0	0.9725808502278032	1	6026
FAM106C	0.40395418116843335	2.3017610993657507	0	0.9999503310518396	1	1623
FAM106A	0.23621339735064706	1.7119272727272727	0	0.9999997077538867	1	8757
CCDC39	0.27937018451741524	3.424421353065539	0	0.9999967054653639	1	5052
ACACA	0.0519007194638062	10.335631289640592	0	1	1	10013
ACACB	-0.2908715944369747	8.371602748414377	0	0.9999999554167562	1	9368
CCDC30	0.20695467475583734	4.787699154334038	0	0.9999999997430931	1	6827
SIN3B	0.007971290097739845	10.31223911205074	0	1	1	5250
CCDC36	-0.24186541993086338	3.7046019027484145	0	0.9994882962840743	1	NA
CCDC34	0.17860139413904833	7.671822410147992	0	0.9999999999999999	1	2109
FOXD1	-0.45986708093760226	5.535854756871036	0	0.9848860294084534	1	2512
PLA2G2A	0.5396192897533962	4.421419027484144	0	0.9141483622568818	1	2342
APPL1	0.40188938409666713	9.85863467230444	0	0.999999999985583	1	6069
APPL2	-0.006674300445208371	9.631699154334038	0	1	1	3883
ZDHHC2	0.6547029255837994	7.272291966173362	0	0.9552387185467816	1	6296
PLA2G2D	2.589463955861636	5.600385835095137	4.540402992418519	3.564781836261034e-6	3.3648262573994953e-4	2651
SLC26A10	-0.18027916259778906	3.6125067653276957	0	0.9999900153822647	1	NA
MEMO1	0.03077542394611905	8.648349260042282	0	1	1	4505
PTTG3P	-0.24544625640203976	3.0261107822410147	0	0.9999999999974425	1	606
ZMAT1	0.4012642426632937	6.120738266384778	0	0.9977766777112596	1	5754
SLC26A11	0.06836589572981346	8.922445454545455	0	1	1	3407
UNC80	0.07339431538993975	5.081523044397463	0	0.9999387727433261	1	14109
MPP4	-0.5003554015009045	2.737713953488372	0	0.9901433254417972	1	2436
CAPN14	-0.01856145464702645	3.073786046511628	0	0.9999998683676705	1	3835
CAPN12	-0.17706597512646322	6.1021663847780125	0	0.9999999999999987	1	3129
CAPN11	-0.4102971432719924	2.565568710359408	0	0.9999549865992468	1	2718
CAPN10	-0.15250471700700244	8.622433192389007	0	1	1	4406
FAM128B	-0.3288677438718714	10.471682029598309	0	0.999999999953999	1	NA
ZDHHC9	-0.09704490686201918	9.843571247357294	0	1	1	4572
FAM128A	-0.3797492276691641	8.936471035940803	0	0.9999999658947158	1	NA
RACGAP1P	-0.0564860366627842	1.6141976744186046	0	1	1	NA
DEM1	-0.14070149544022748	7.231804862579281	0	1	1	NA
SLC16A8	-0.4629639769624753	2.633196194503171	0	0.9980764605935635	1	2291
SLC35D1	0.11930812354625861	8.819527484143764	0	1	1	6253
COX7B	-0.1129181310598021	10.473318816067653	0	1	1	2444
COX7C	-0.02299349805279667	11.543029175475688	0	1	1	1584
C20orf196	-0.01791774486669393	5.815950105708246	0	1	1	NA
SARS2	-0.26929348205981213	8.875658139534885	0	1	1	2057
HS3ST5	0.3579048990863279	2.0347080338266386	0	0.9954224218559723	1	3984
CYFIP1	0.11961512413987985	11.719957716701902	0	1	1	6826
HS3ST2	-0.08564787967719362	4.996871458773785	0	0.9998448186846475	1	2329
HS3ST1	0.35970149950801067	6.06737378435518	0	0.9999068780684913	1	7160
CYFIP2	0.7585947618034488	9.235239957716702	0	0.9176933549185189	1	6481
HYI	-0.1985241067289009	8.41876997885835	0	0.9999999999999994	1	2173
MPRIP	-0.025280627723779158	11.582962156448202	0	1	1	15419
SH2D5	-0.9538022110437949	3.99458689217759	0	0.5949348711873002	1	4826
PARP15	1.2417452356014738	3.5455380549682873	1.0992270728560072	0.13611363253437456	1	5002
GUSBP1	-0.10992502380648124	7.0524966173361525	0	1	1	758
GUSBP3	0.199248303062292	5.295257082452431	0	0.9999999999998037	1	2620
TRIM24	0.29806063574218855	9.060099788583509	0	1	1	8660
C11orf95	0.17195643162983215	8.883409513742071	0	1	1	NA
C11orf93	-0.20335324338301722	2.0210792811839324	0	0.9999987592421469	1	NA
C11orf92	0.019682868422785056	2.2711389006342495	0	0.9999999704151097	1	NA
THUMPD1	0.2804976483793009	9.578567019027485	0	1	1	4357
WDR35	0.17045578039719986	9.165886469344608	0	1	1	6931
MED22	-0.06825635345601078	9.684830021141648	0	1	1	4367
KYNU	0.4348211050237326	6.202019873150106	0	0.9945594997687313	1	15151
CHORDC1	0.3854577971129221	8.679905073995771	0	0.9999999999968743	1	5361
PXDNL	0.35489816006721725	3.2445044397463003	0	0.9999965740503265	1	4843
LHPP	-0.11380784091360627	7.480734460887949	0	0.999999999999889	1	1763
MLLT6	0.04403473445088021	11.318150739957717	0	1	1	7839
LOC284749	0.6293390485572885	2.934038689217759	0	0.938821711766812	1	NA
UVRAG	0.20967770611926936	9.28268245243129	0	1	1	5171
MLLT1	-0.06060189935968084	11.379837632135306	0	1	1	4532
MLLT3	0.3199037093247482	7.090278646934461	0	0.9999996970968361	1	6724
NUP188	-0.047268758613590936	10.808930021141649	0	1	1	6350
PARP12	0.3206199595074499	9.1192410147991545	0	0.9999974626475334	1	3128
KRT14	-7.2450900057935	5.048877378435518	-14.196781133775005	1.1394430000736023e-38	6.238070611069615e-35	1636
COPG2	-0.15408173895738903	9.203610570824525	0	1	1	3134
GLT8D2	-0.002570636641936266	5.6161752642706135	0	0.9999999696833881	1	2812
GLT8D1	-0.0721637134655322	10.13546955602537	0	1	1	2874
MRPS34	-0.35414939726550715	10.442206553911205	0	1	1	1040
MTO1	0.29181492537726456	8.22439196617336	0	1	1	10698
RUNDC2A	0.5285102494803083	5.282719450317125	0	0.9999894537182361	1	NA
ZNHIT2	-1.4040437102048302	5.946827061310782	-1.131687341038845	0.12916917908480716	1	1299
ZNF284	0.460766195874267	5.056989640591966	0	0.9999963399177102	1	4436
MRGPRF	-0.24820065375476433	5.597517970401691	0	0.9999968168530102	1	3152
GTPBP5	-0.25311751190502957	9.338906553911205	0	1	1	NA
GTPBP4	0.16601691362864715	10.107741860465117	0	1	1	4656
GTPBP1	0.029634950294778105	10.807699154334038	0	1	1	4943
DMXL2	0.5677159159369707	9.678597885835096	0	0.9998964416406778	1	10877
GTPBP3	-0.08136866304769155	8.971226638477802	0	1	1	2917
GTPBP2	-0.0977634751069962	10.551783720930233	0	1	1	3031
GTPBP8	0.38209924312862514	7.222466596194503	0	1	1	1921
PCDHA2	0.4763602551366939	2.137031712473573	0	0.9932493595709101	1	5370
PCDHA3	0.5797988186976469	2.820208245243129	0	0.9651250386863243	1	5404
BPNT1	0.1745242887649035	9.34182156448203	0	1	1	5296
PCDHA7	0.4348365417028581	3.1478372093023257	0	0.9913370490585748	1	5339
MLKL	0.5997795339585071	7.1395131078224106	0	0.9988686216525828	1	3882
PCDHA5	0.5277046965067667	2.045767441860465	0	0.9801391332996159	1	5384
EIF4A1	-0.16456467563874871	13.8222689217759	0	1	1	1820
PARP10	-0.04288119208763263	10.776367864693446	0	0.9999999999999998	1	3775
GLT25D2	-0.15306522700686345	8.503940169133193	0	0.9999917619399048	1	NA
MYOZ3	0.1471172222921889	3.2775232558139535	0	0.9999993417500237	1	5725
BCL9	0.14461712653371767	9.809929598308669	0	1	1	6189
BCL8	-0.1228555632227147	1.8262771670190274	0	0.9999999621046752	1	NA
BCL6	0.15788449434731225	9.168571247357294	0	1	1	4178
BCL3	-0.267802345895274	9.016335517970402	0	0.9999999988868418	1	1877
BCL2	-0.08235146291982859	9.481102959830867	0	0.9999999999972409	1	7461
MSI2	0.3543456282736045	8.686730866807611	0	0.9999999999996553	1	7612
ZNF282	-0.1591453864770928	10.036880126849894	0	1	1	3656
TMEM88	0.4186944931210975	4.905150105708246	0	0.999997276524443	1	938
CDX1	0.15241339169692375	2.0743236786469343	0	0.9999999990336232	1	1775
POR	-0.33319712011896413	10.98143044397463	0	1	1	3680
NPEPL1	-0.26699524250745454	9.536989217758984	0	0.9999999997445064	1	4684
CLMN	0.22910482345069505	9.074316913319239	0	0.9999998272552361	1	12749
SGK196	0.9034763320558546	4.904266173361522	0	0.7664011279054248	1	NA
LRFN3	-0.0978526360693412	8.064609302325582	0	0.9999999999999992	1	4690
LRFN1	-0.12202017897307547	6.6846023255813956	0	0.9999999869044262	1	4928
LYRM7	0.44819274120936764	8.242691543340381	0	0.9999998128347044	1	6219
HNRNPA3P1	0.04104728064166849	6.664784355179704	0	1	1	1139
FAAH2	-0.3010845682571583	2.253579069767442	0	0.9998909764566342	1	2986
NKX2-2	-0.27617338893946375	2.9914380549682877	0	0.9921487468497894	1	2123
KLHL21	-0.28536459074847154	11.160677378435517	0	1	1	6445
ZNF665	0.4287734665755316	3.1494657505285413	0	0.9998191754939696	1	4158
NKX2-4	-0.20208578698204543	1.8544023255813953	0	0.999714929348259	1	1738
NKX2-5	0.2801578962824358	2.377465539112051	0	0.983947760559715	1	1558
TDRD7	-0.02828191008080375	9.506099577167019	0	0.9999999999999916	1	3745
NBPF9	0.31441424748480584	8.15753044397463	0	0.9999999998890858	1	7899
ZP1	0.48477118578477857	1.7350355179704018	0	0.9912022801546562	1	1968
SEMA7A	0.013516169324404002	9.650465961945033	0	0.9999999912737041	1	3376
KAT2B	-0.026193543882169316	10.004609725158563	0	0.9999999999948839	1	4419
KLHL22	-0.29741567907830924	9.252610993657505	0	0.9999999999999929	1	4187
TRIM21	0.04705376177604112	8.794194714587737	0	1	1	2176
DMXL1	0.2177624966776359	9.691677167019028	0	0.9999999999797529	1	11538
OAS1	0.09851310405507616	8.81217357293869	0	0.9999998545494446	1	7546
TLE3	-0.13302618416906925	10.317146088794926	0	1	1	7809
OAS3	0.2835021969511953	10.34295264270613	0	0.9999971160103499	1	9696
OAS2	0.2739362901455036	10.013505708245242	0	0.9999565527368672	1	5613
IP6K1	-0.15598172889225334	10.899571247357294	0	1	1	4806
NEK9	0.11524952110411428	10.934497251585624	0	1	1	8278
PAG1	-0.12009513981783507	10.404361522198732	0	0.9999999996664902	1	10744
YAP1	0.16989419859957147	10.918776109936575	0	0.9999999999999998	1	5718
STK11IP	-0.18646627981340577	9.281027695560253	0	1	1	3974
TSLP	-0.21700894088496026	1.9713536997885834	0	0.9999808708632865	1	2621
NBPF4	0.0980285574455024	2.6284528541226218	0	0.9998986011970346	1	3371
FBXL8	-0.46503566744899233	5.874224101479915	0	0.9999997094880375	1	1804
MTM1	0.2100814584749347	7.939629175475687	0	1	1	7231
PLEKHB1	0.41831466534534256	10.071052642706132	0	0.9933504584752852	1	2275
TRIM22	0.6435602808443479	9.006374207188161	0	0.9739936343684983	1	5395
OASL	-0.2091102210464891	6.879227906976745	0	0.9999363531224337	1	4192
CCIN	0.12610148100067875	1.4426133192389006	0	0.9999999999999991	1	1947
CSNK1G2	-0.12455587335310966	10.755485412262157	0	1	1	4318
CSNK1G3	0.39968695899871487	9.009594714587738	0	0.9999999973435185	1	4665
CSNK1G1	0.1299091133160962	9.084909513742073	0	1	1	8085
SERPINB1	-0.07660373502541142	9.777519873150105	0	1	1	3693
ANKK1	-0.8038567342765391	1.5458594080338266	0	0.9116998644809001	1	2553
SERPINB3	-4.593295399118218	2.1446566596194505	-11.604352389531089	7.095653398954953e-28	4.0185866008426256e-25	3206
SERPINB2	-1.9036548569759024	3.49673044397463	-2.894358183644687	0.001987320692228378	0.12651067848511194	2155
SERPINB5	-4.623546947296101	2.2787632135306555	-11.704156611356716	2.8546622067163045e-28	1.7364804475225402e-25	2586
SERPINB4	-4.198672649005379	1.7929253699788583	-11.834811938259824	8.6127081602167e-29	6.150222557539091e-26	1707
SERPINB7	-2.296242120319607	2.208090909090909	-4.818716867172924	9.742528028371278e-7	9.697653353816356e-5	2195
SERPINB6	-0.006927648149364025	10.974740591966173	0	1	1	5620
FAM76B	0.15991880131900954	7.763076744186047	0	0.9999999999977197	1	3932
FAM76A	0.07702432662152225	7.43683044397463	0	1	1	3579
PCGF5	0.24493547741968105	9.424850951374207	0	0.9999999999999982	1	7149
CX3CR1	0.4731205530206504	4.595107188160677	0	0.9971682590045414	1	3383
LOC613037	-0.3436412037434102	3.3534211416490485	0	0.9992281970895924	1	NA
MAGED1	-0.13679659012093123	12.586626638477801	0	1	1	5729
MAGED2	-0.1933717779736746	12.949218604651163	0	1	1	2338
C6orf64	-0.14686458871506666	8.820446723044398	0	1	1	NA
MAGED4	0.09227573255996596	6.018107610993657	0	0.9997997984029162	1	3015
C6orf62	0.03273085644079554	11.654210147991543	0	1	1	4174
ATP8B3	-0.3394830012604471	5.810414164904863	0	0.9999977532923423	1	5237
C18orf10	-0.29041328646396075	10.212170401691331	0	1	1	NA
ATP8B1	0.004922309410455997	6.20495687103594	0	0.9999999999864724	1	6374
TAF10	-0.29675330255276	9.95390486257928	0	0.9999999999999998	1	5392
EXD3	-0.2520702220742767	7.181560042283298	0	1	1	3328
EXD2	0.12633066482301458	9.007555391120507	0	1	1	5107
ATP8B4	0.7062346287293807	4.844517124735729	0	0.9620166767094918	1	5834
DTHD1	1.0356265387886603	2.1977792811839323	0.18981712405468232	0.42476686519504414	1	6551
STC1	1.3464551153532216	8.143010993657505	1.6479490091117392	0.0500130420164927	1	3868
STC2	0.16849339096192836	6.399917970401692	0	0.9999999628695648	1	4254
ELP4	0.1289755190835087	7.389714164904863	0	1	1	8093
ELP3	0.20478211436361965	9.78328266384778	0	1	1	3184
CCDC81	-0.02884811481312235	2.5191767441860464	0	0.9999999999999847	1	2627
TRIM58	-0.15362055677185613	4.716373361522199	0	0.9969756087056896	1	5170
ASPHD2	0.20578142310712683	7.02081733615222	0	0.9999999999999369	1	4067
C22orf41	-0.10287621536228858	1.7563295983086682	0	0.9999999999327109	1	NA
C22orf46	-0.0301617744825834	9.396881395348837	0	1	1	NA
DES	0.15725766555383175	4.087155602536998	0	0.9966528076745519	1	3194
FBXL4	0.21178517202018163	7.904006342494714	0	1	1	8058
DEK	0.519787516420184	11.097472727272727	0	0.9999973151828715	1	3954
SPRYD4	-0.30144416294143866	8.528310993657506	0	1	1	10769
FBXL7	-0.19292138673756593	8.536129809725159	0	0.999963791940172	1	4580
KLHDC4	-0.13672531950416209	8.35756532769556	0	1	1	4572
C22orf45	0.10182943232444394	1.4634150105708246	0	0.9999999999999998	1	NA
KLHDC2	0.13572815624381754	8.991644397463002	0	1	1	4969
KLHDC3	0.027962273792210803	11.195283720930233	0	1	1	3964
TLR10	1.5025359438914958	3.653051797040169	2.206173423182136	0.013925492175161803	0.7038513485954689	4259
KLHDC1	0.10139529526066939	4.9349044397463	0	0.9999999999882828	1	3159
LRP5L	0.08911838066810482	5.356716067653277	0	0.9999999999998961	1	1676
NIPSNAP3A	8.39210154122219e-4	8.2311	0	1	1	1636
UBAP1	-0.03807437919409265	9.7687492600422825	0	1	1	3931
TRIM56	0.6443278515863654	8.264467230443975	0	0.9998986235258549	1	10910
ASXL1	-0.04646615242669146	11.110505285412263	0	1	1	8056
POLK	0.5951834221770099	8.389241437632135	0	0.9996188024634225	1	14623
ASXL2	0.6460595818658779	9.066607822410148	0	0.9990811932079782	1	12849
PAR5	0.8691732061811749	3.396293023255814	0	0.7748097296230818	1	NA
HDDC2	-0.19010703477899066	10.038001479915433	0	1	1	3529
HDDC3	-0.08074816336735208	8.241121564482029	0	1	1	4477
ZBTB39	0.13315720751149476	7.977479492600422	0	1	1	6268
ZBTB38	0.7292974429916963	10.46985221987315	0	0.9919373492379155	1	8014
NIPSNAP3B	0.02676865954896627	3.9552033826638477	0	0.9999999999994921	1	5547
HTR2C	-0.2704738190108594	1.4978706131078223	0	0.997207614104492	1	4743
HTR2B	0.3840760928765532	4.851094291754757	0	0.9929597145295315	1	2170
C1orf131	0.213134337395633	7.739316701902749	0	1	1	NA
C1orf130	0.2892177933721857	1.8502348837209301	0	0.9996957437387588	1	NA
C1orf133	-0.3078197654270833	2.4060257928118394	0	0.9999794165066083	1	NA
DDX60L	0.5155968122884466	8.543669133192388	0	0.9995451837263678	1	6923
ZBTB34	0.24283639173680446	8.322113953488373	0	1	1	6609
ZBTB37	0.49333186809112206	4.999666596194503	0	0.9999996993847173	1	19183
KLHL36	0.09774109372029673	8.047557716701903	0	1	1	7708
SPATA12	-0.027216855414480053	2.9112583509513743	0	0.9999999997486554	1	2190
DKFZP686I15217	0.09990772455748251	5.2457035940803385	0	1	1	NA
KLHL35	-0.7581702795629974	5.024303805496829	0	0.8511414315646355	1	2497
KLHL32	-0.06056153223005433	2.9350177589852007	0	0.9999999960272835	1	4218
KLHL30	-0.4536993114243122	2.9989384778012687	0	0.9909257226212891	1	3780
KLHL31	-0.05276155345451109	2.4183302325581395	0	0.999999992824972	1	5776
TMEM92	-0.004602022258119852	1.9823972515856236	0	0.9999999996340884	1	2767
TAB2	0.3771146344445593	10.195272938689218	0	0.999999999999976	1	4669
AGAP11	-0.46452423676909926	3.25830866807611	0	0.998249458612197	1	1740
SGTB	0.5726500898621665	8.437088794926003	0	0.9998205835815689	1	5448
TMEM97	-0.18448546865916488	9.682955391120508	0	0.9999999999999998	1	2463
KLHL38	-0.24665340506473943	4.828067019027484	0	0.9998573312630884	1	3260
SGTA	-0.24369586040609675	11.19645644820296	0	1	1	4097
KIAA0895	0.20867471872237087	6.45293467230444	0	0.9999999034456873	1	NA
EIF1B	0.142939505218739	9.553794291754757	0	1	1	987
TRIM48	-0.4155398618502882	1.8370799154334039	0	0.9763391029700158	1	1467
KIAA0892	-0.020550762922541037	10.470177589852009	0	1	1	NA
SS18	-0.10192062245408051	10.442668710359408	0	1	1	3477
TRIM44	0.5465594778901476	10.111397040169134	0	0.9999995803006385	1	12994
GBAS	0.12396140845451713	10.043050528541226	0	1	1	NA
TLR8	1.5343633970841724	5.205279492600423	2.4108662215284955	0.008147183504691515	0.45359098942729975	4216
TRIM41	-0.25089229971819155	9.575540591966174	0	1	1	7015
IVD	0.023088591436152574	10.072010147991543	0	0.9999999999999996	1	4665
FXC1	-0.06412320932849024	9.791407610993657	0	1	1	NA
MRPS36	-0.06727749703748967	8.296511627906977	0	1	1	NA
PEX5	-0.0880598997055467	9.941796194503171	0	1	1	4461
EXOC3L	0.08881198148025289	5.347021141649049	0	0.9999999999999918	1	NA
PEX6	0.04265955163467429	9.812740803382663	0	1	1	5780
IVL	-5.018865728658786	2.3961179704016913	-12.367091079706363	6.082357463780808e-31	7.135474213223999e-28	2152
SCN3A	0.9754749761554212	2.3930964059196618	0	0.5516120761178326	1	9102
TRAF6	-0.014909851239826258	7.5576921775898525	0	1	1	7885
NRD1	0.1031601224355569	11.462602114164905	0	1	1	NA
SCN3B	-0.5397678938705247	2.7936706131078224	0	0.9947788685869333	1	6061
ESAM	0.28649687486915876	8.117438054968288	0	0.9999999999816849	1	2336
PPP2R1A	-0.21421819027382127	12.71637843551797	0	1	1	5352
NECAB1	0.2788416568225718	5.910632980972516	0	0.9999989327080944	1	5049
REV1	0.22384553131659515	8.933659408033826	0	1	1	4731
TFPT	-0.31787951971050327	9.336476321353066	0	1	1	1221
ERMN	0.5128394713532124	2.5617080338266387	0	0.99657603914983794	1	3760
HIF1AN	-0.00607359989645504	10.128507399577167	0	1	1	12927
ACE	0.8433235232776675	7.881335306553911	0	0.8540267718817839	1	5120
ACD	-0.183181910350801	8.93813044397463	0	1	1	2548
ATP5S	-0.02756830970858545	6.625685835095138	0	1	1	NA
NEB	0.28055394594181604	4.216136152219873	0	0.9999932627602865	1	26191
STIM1	-0.188257661886744	10.332440169133193	0	1	1	4747
ACR	-0.14499469997648046	1.4971668076109936	0	0.9999999999000767	1	1430
ATP5I	-0.38830351293321685	10.381849894291754	0	0.999999999999992	1	NA
ATP5H	-0.1979168041592684	11.136981818181818	0	1	1	NA
ATP5O	-0.13019610499586504	11.332074630021141	0	1	1	NA
ME3	0.201252304828425	5.1723325581395345	0	0.9999335352006999	1	4444
ATP5B	-0.053734864133750296	13.876035517970402	0	1	1	NA
GNAI2	-0.06215492588709344	13.048476109936574	0	1	1	3886
GNAI3	0.12485984664856645	10.841507188160676	0	1	1	9044
ATP5E	-0.12688738721740564	12.275520507399577	0	1	1	NA
ATP5D	-0.4638175370771948	10.370003594080337	0	0.9999993452558004	1	NA
LOC728989	0.29311696172835355	2.651196617336152	0	0.9999871844745921	1	NA
GPR146	-0.1768294446717889	6.626487737843552	0	0.9999999999999925	1	5482
GPR141	0.7611204720316931	2.2655422832980974	0	0.9379023014782357	1	3923
GPR143	-1.7639754225505744	10.138357505285413	-2.0175114560260607	0.022102739504062784	1	3047
AURKAIP1	-0.3619825053406844	10.72814778012685	0	0.9999999999999514	1	1072
PBX2	0.039056296018295134	10.60188266384778	0	1	1	3229
